KEGGid,SMILES_by_ChEBI,SMILES_by_CAS
C08309,COc1ccc2[nH]cc(CCN(C)C)c2c1,COc1ccc2[nH]cc(CCN(C)C)c2c1
C08310,CNCCc1cc(OC)c(OC)c(OC)c1,CNCCc1cc(OC)c(OC)c(OC)c1
C08311,NCc1cc(=O)[nH]o1,NCC1=CC(=O)NO1
C08312,CN(C)CCc1c[nH]c2cccc(O)c12,CN(C)CCc1c[nH]c2cccc(O)c12
C08313,Cc1c[nH]c2ccccc12,Cc1c[nH]c2ccccc12
C08314,None,CCCCCCCC[C@@H](O)[C@H](O)CCCCCCCC(O)=O
C08315,CCCC\C=C\C=C\C=C/CCCCCCCC(O)=O,CCCC\C=C\C=C\C=C/CCCCCCCC(O)=O
C08316,CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O,CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O
C08317,OCCCCCCCCCCCC(O)=O,OCCCCCCCCCCCC(O)=O
C08318,None,CCCCC\C=C/C\C=C/[C@H](O)CCCCCCC(O)=O
C08319,CCCC\C=C\C=C\C=C/CCCCC(=O)CCC(O)=O,CCCC\C=C\C=C\C=C/CCCCC(=O)CCC(O)=O
C08320,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O
C08321,CCCCCCCCC1=C(CCCCCCC(O)=O)C1,CCCCCCCCC1=C(CCCCCCC(O)=O)C1
C08322,CCCC\C=C/CCCCCCCC(O)=O,CCCC\C=C/CCCCCCCC(O)=O
C08323,OC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,CCCCCCCC\C=C/CCCCCCCCCCCCCC(O)=O
C08324,COC1=CC(=O)N(C)[C@@H](O)[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N,COC1=CC(=O)N(C)C(O)C1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C#N
C08325,C(#N)[C@H](O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO[C@]2([C@H](O)[C@@H](O)[C@H](O)[C@H](O2)CO)[H])C3=CC=CC=C3,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C08326,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](Oc3ccc(\C=C\C(=O)O[C@@H]4CO[C@@H](OC[C@H]5O[C@@H](O[C@H](C#N)c6ccccc6)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@H]4O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](Oc3ccc(/C=C/C(=O)O[C@@H]4CO[C@@H](OC[C@H]5O[C@@H](O[C@H](C#N)c6ccccc6)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@H]4O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
C08327,OC[C@H]1O[C@@H](Oc2ccc(\C=C\C(=O)O[C@@H]3CO[C@@H](OC[C@H]4O[C@@H](O[C@H](C#N)c5ccccc5)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](Oc2ccc(/C=C/C(=O)O[C@@H]3CO[C@@H](OC[C@H]4O[C@@H](O[C@H](C#N)c5ccccc5)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
C08328,OC[C@H]1O[C@@H](O[C@H](C#N)C(=C)CO)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@H](C#N)C(=C)CO)[C@H](O)[C@@H](O)[C@@H]1O
C08329,OC[C@H]1O[C@@H](O[C@@]2(CCC=C2)C#N)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@@]2(CCC=C2)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08330,OC[C@H]1O[C@@H](Oc2ccc(cc2)C(O)C#N)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](Oc2ccc(cc2)C(O)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08331,OC[C@H]1O[C@@H](O[C@]2(C=C[C@H](O)[C@H]2O)C#N)[C@H](O)[C@@H](O)[C@@H]1O,OCC1OC(OC2(C=CC(O)C2O)C#N)C(O)C(O)C1O
C08332,CC(C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N,CC(C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08333,CC(C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N,CC(C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08334,CC[C@@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N,CC[C@@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08335,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
C08336,CC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N,CC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08337,CC(=C)[C@H](O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N,CC(=C)[C@H](O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08338,CC(=C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N,CC(=C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N
C08339,OC[C@H]1O[C@@H](O[C@H](C#N)c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@H](C#N)c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
C08340,OC[C@H]1O[C@@H](OC\C=C(\CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](OC/C=C(/CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08341,OC[C@H]1O[C@@H](OCC2OC2(CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](OCC2OC2(CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08342,OC[C@H]1O[C@@H](O\C(C#N)=C(CC(O)=O)\C=C/C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O\C(C#N)=C(CC(O)=O)\C=C/C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08344,OC[C@H]1O[C@@H](O[C@@]2(C[C@@H](O)C=C2)C#N)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@@]2(C[C@@H](O)C=C2)C#N)[C@H](O)[C@@H](O)[C@@H]1O
C08345,OC[C@H]1O[C@@H](O[C@H](C#N)c2cccc(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@H](C#N)c2cccc(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
C08346,OC[C@@]1(O)CO[C@@H](O)[C@@H]1O,None
C08347,O[C@@H]1C[C@H](O)[C@H](O)CO1,None
C08348,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O
C08349,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
C08350,O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,None
C08351,OC[C@]1(O)[C@H](O)OC[C@@H](O)[C@H]1O,None
C08352,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
C08353,O[C@@H]1CO[C@@H](O)[C@H](O)[C@@H]1O,None
C08354,OC[C@]1(O)OC[C@@H](O)[C@H]1O,OC[C@]1(O)OC[C@@H](O)[C@H]1O
C08355,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@H](O)[C@@H]1O,OC[C@H]1OC(O)(CO)[C@@H](O)[C@H](O)[C@@H]1O
C08356,OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,None
C08357,C1=C2C(CC[C@]3([C@@]4(CC[C@@H]([C@]4(CC[C@@]32[H])C)O)[H])[H])=CC(=C1)OS(O)(=O)=O,None
C08358,COc1cc2[C@@H]3CC[C@@]4(C)[C@H](CCC4=O)[C@@H]3CCc2cc1OS(O)(=O)=O,None
C08359,COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1OS(O)(=O)=O,None
C08362,C(CCCCCCC/C=C\CCCCCC)(=O)O,CCCCCC\C=C/CCCCCCCC(O)=O
C08363,C(C/C=C\CCCCCCCCCCC)CCC(=O)O,CCCCCCCCCCC\C=C/CCCCC(O)=O
C08364,CCCC\C=C/C=C/C=C\CCCCCCCC(O)=O,CCCC/C=C\C=C\C=C/CCCCCCCC(O)=O
C08365,OC(CCCCCCC/C=C\C[C@@H](CCCCCC)O)=O,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O
C08366,CCCCCCCCC1=C(CCCCCCCC(O)=O)C1,CCCCCCCCC1=C(CCCCCCCC(O)=O)C1
C08367,CCCCCC\C=C\CCCCCCCCCC(O)=O,CCCCCC/C=C/CCCCCCCCCC(O)=O
C08368,CCCCC[C@@H]1O[C@@H]1C\C=C/CCCCCCCC(O)=O,CCCCC[C@@H]1O[C@@H]1C\C=C/CCCCCCCC(O)=O
C08369,C=CCSSCC=C,C=CCSSCC=C
C08370,C=CCSCC=C,C=CCSCC=C
C08371,CSSC,CSSC
C08372,CSSSC,CSSSC
C08373,CCCSSCCC,CCCSSCCC
C08374,CCCCCCCCCCCC,CCCCCCCCCCCC
C08375,CC\C=C/C\C=C/C\C=C/CCO,CC/C=C\C\C=C/C/C=C\CCO
C08376,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C08377,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCC
C08378,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
C08379,CCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCC
C08380,CCCCCC(C)=O,CCCCCC(C)=O
C08381,CCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCO
C08382,C1SSCSSS1,C1SSCSSS1
C08383,CSSCC=C,CSSCC=C
C08384,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C08385,CCCCCCCCCCCCCCCCCCC[C@@H](O)CCCCCCCCC,CCCCCCCCCCCCCCCCCCC[C@H](O)CCCCCCCCC
C08386,CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCC,CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCC
C08387,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO
C08388,CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC
C08389,CCC=S=O,CCC=[S]=O
C08390,CCCS,CCCS
C08391,CC(C)S,CC(C)S
C08392,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
C08393,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
C08394,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC
C08395,CC\C=C\C=C\C#CC#C\C=C\C,CC\C=C\C=C\C#CC#C/C=C/C
C08396,CCCC#CC#CCC\C=C\C=C\C(=O)NCC(C)C,CCCC#CC#CCC/C=C/C=C/C(=O)NCC(C)C
C08397,C=CC#Cc1ccc(s1)-c1cccs1,C=CC#Cc1sc(cc1)c2sccc2
C08398,CC#CC#CC(=O)c1ccccc1,CC#CC#CC(=O)c1ccccc1
C08399,C(C#Cc1ccco1)c1ccccc1,C(C#Cc1occc1)c2ccccc2
C08400,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CCCCCS(C)=O,C[S](=O)CCCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08401,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CCCCCSC,CSCCCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08402,CCC[C@@H](O)\C=C\C=C\C=C\C#CC#CCCCO,CCCC(O)\C=C\C=C\C=C\C#CC#CCCCO
C08403,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CCCC=C,OC[C@H]1O[C@@H](SC(/CCCC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08404,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/C,C\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08405,CS(=O)(=O)CCCC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS([O-])(=O)=O,C[S](=O)(=O)CCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08406,CCC(C)(O)CC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS(O)(=O)=O,None
C08407,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/C(CC)C,None
C08408,CC(C)(O)CC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS([O-])(=O)=O,CC(C)(O)C\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08409,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS([O-])(=O)=O)/CCCCSC,CSCCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08410,CS(=O)(=O)CCCCC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS([O-])(=O)=O,None
C08411,CS(=O)CCCC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS([O-])(=O)=O,C[S](=O)CCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08412,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS([O-])(=O)=O)/CCCSC,CSCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08413,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CC,None
C08414,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CC2=CC(=CC=C2)OC,COc1cccc(C\C(S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=N/O[S]([O-])(=O)=O)c1
C08415,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CCC=C,OC[C@H]1O[C@@H](SC(/CCC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08416,OC[C@H]1O[C@@H](SC(CC(O)CC=C)=NOS([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](SC(/C[C@@H](O)CC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08417,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CCC=2C=CC=CC2,OC[C@H]1O[C@@H](SC(/CCc2ccccc2)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08418,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS([O-])(=O)=O)/C(C)C,CC(C)\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08419,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS(O)(=O)=O)/CCCCS(C)=O,C[S](=O)CCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
C08420,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\S([O-])(=O)=O)/CCC=CS(=O)C,None
C08422,OC[C@H]1O[C@@H](SC(Cc2c[nH]c3cccc(O)c23)=NOS([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O,None
C08423,COc1cccc2[nH]cc(CC(S[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=NOS(O)(=O)=O)c12,COc1cccc2[nH]cc(C/C(S[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=N/O[S]([O-])(=O)=O)c12
C08424,COn1cc(CC(S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=NOS(O)(=O)=O)c2ccccc12,COn1cc(C/C(S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=N/O[S]([O-])(=O)=O)c3ccccc13
C08425,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)SC(=NOS([O-])(=O)=O)C[C@H](C=C)O,OC[C@H]1O[C@@H](SC(/C[C@@H](O)C=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08426,OC[C@H]1O[C@@H](SC(Cc2ccc(O)cc2)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O,COc1cc(/C=C/C(=O)OCC[N+](C)(C)C)cc(OC)c1O.OC[C@H]2O[C@@H](SC(/Cc3ccc(O)cc3)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]2O
C08427,[C@H]1(O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)S/C(=N\OS([O-])(=O)=O)/CC=C,[K+].OC[C@H]1O[C@@H](SC(/CC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08428,OC[C@H]1O[C@@H](SC(Cc2cn(c3ccccc23)S(O)(=O)=O)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](SC(\Cc2cn(c3ccccc23)[S]([O-])(=O)=O)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
C08429,[C@@H]1(N2C=C(C(=N)C=C2)C(O)=O)O[C@H](COP(O)(O)=O)[C@H]([C@H]1O)O,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)N2C=CC(=N)C(=C2)C(O)=O
C08430,Nc1[nH]c(=O)[nH]c(=O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,NC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)NC(=O)N1
C08431,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)C[C@H]1O,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)C[C@H]3O
C08432,Nc1nc(=O)[nH]c2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(=O)N1
C08433,[H][C@]12C[C@]34CCO[C@@]3([H])CCN3CC[C@@]5(c6cccc(OC)c6N6C[C@@]7(C1)[C@@]([H])(O[C@]256)N1CC[C@@]25C(Nc6ccccc26)=C(C[C@@]2(CCO[C@@]72[H])[C@]15[H])C(=O)OC)[C@]43[H],COC(=O)C1=C2Nc3ccccc3[C@@]24CCN5[C@@H]6O[C@]78[C@H]9C[C@]%10%11CCO[C@H]%10CCN%12CC[C@]7([C@H]%11%12)c%13cccc(OC)c%13N8C[C@]6(C9)[C@@H]%14OCC[C@]%14(C1)[C@@H]45
C08434,CNc1ncnc2[nH]cnc12,CNc1ncnc2nc[nH]c12
C08435,CC(C)=CCn1cnc(N)c2ncnc12,CC(C)=CC[n+]1cnc(N)c2[nH]cnc12
C08437,Nc1nc(N)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(=O)[nH]1,NC1=NC(=O)C(=C(N)N1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
C08438,[H][C@]12Cc3c([nH]c4cc(O)ccc34)[S@](=O)C[C@]([H])(NC(=O)CNC(=O)[C@@]([H])(NC(=O)CNC1=O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N1C[C@H](O)C[C@@]1([H])C(=O)N[C@@]([H])([C@@H](C)[C@@H](O)CO)C(=O)N2,CCC(C)C1NC(=O)CNC(=O)C2Cc3c([nH]c4cc(O)ccc34)[S](=O)CC(NC(=O)CNC1=O)C(=O)NC(CC(N)=O)C(=O)N5CC(O)CC5C(=O)NC(C(C)C(O)CO)C(=O)N2
C08439,[H][C@]12CSc3[nH]c4ccccc4c3C[C@]([H])(NC(=O)[C@H](C)NC(=O)[C@]3([H])C[C@H](O)CN3C1=O)C(=O)N[C@@H](C[C@@](C)(O)CO)C(=O)N[C@@H](C)C(=O)N[C@]([H])([C@H](C)O)C(=O)N2,C[C@H](O)[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](C[C@@](C)(O)CO)NC(=O)[C@@H]2Cc3c([nH]c4ccccc34)SC[C@H](NC1=O)C(=O)N5C[C@@H](O)C[C@H]5C(=O)N[C@@H](C)C(=O)N2
C08440,[C@H](NC([C@@H](NC([C@H](CCCNP(NS(O)(=O)=O)(=O)N)N)=O)C)=O)(CCCNC(N)=N)C(O)=O,C[C@H](NC(=O)[C@@H](N)CCCN[P](N)(=N)N[S](O)(=O)=O)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O
C08441,C/1(\N(C([C@@H](NC([C@H](C)N(C(CNC1=O)=O)C)=O)CC(C)C)=O)C)=C\C2=CC=CC=C2,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CNC(=O)/C(=C/c2ccccc2)N(C)C1=O
C08442,CC[C@@]1(C)Oc2cc([C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(O)=O)c(cc2O)[S@](=O)C[C@@H](O)C[C@H](N)C(O)=O,CC[C@@]1(C)Oc2cc([C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(O)=O)c(cc2O)[S@](=O)C[C@@H](O)C[C@H](N)C(O)=O
C08443,CC(C)[C@@H]1OC2=C(C[C@H](NC(=O)\C(NC(=O)[C@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C(Cl)Cl)NC(=O)C(O)O)[C@H](O)CCCN)=C/Cl)C(O)=O)C(=O)C(O)C2,CC(C)[C@H]1OC2=C(C[C@H](NC(=O)\C(NC(=O)[C@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C(Cl)Cl)NC(=O)C(O)O)[C@H](O)CCCN)=C/Cl)C(O)=O)C(=O)C(O)C2
C08445,C=CCCCCC\C=C/CC#CC#CC(=O)C=C,C=CCCCCC\C=C/CC#CC#CC(=O)C=C
C08446,COC(=O)\C=C\C#CC#CC#CC,COC(=O)\C=C\C#CC#CC#CC
C08447,C\C=C\C#CC#CC#CC#C[C@@H](O)CO,C\C=C\C#CC#CC#CC#C[C@@H](O)CO
C08448,None,CC(=C)C#Cc1cc(C=O)ccc1O
C08449,CCCCCCC\C=C/[C@H](O)C#CC#C[C@@H](O)C=C,CCCCCCC\C=C/[C@H](O)C#CC#C[C@H](O)C=C
C08450,CCCCCCC\C=C/CC#CC#C[C@H](O)C=C,CCCCCCC\C=C/CC#CC#C[C@H](O)C=C
C08451,CCCCCCC\C=C/CC#CC#CC(=O)C=C,CCCCCCC\C=C/CC#CC#CC(=O)C=C
C08452,CC#CC#C\C=C\[C@@H]1OCCC[C@H]1O,CC#CC#C/C=C/[C@@H]1OCCC[C@H]1O
C08453,CCCC#CC#C\C=C\C(=O)OC,CCCC#CC#C/C=C/C(=O)OC
C08454,CCCCCC#C\C=C\C=C\CC\C=C\C(=O)NCC(C)C,CCCCCC#C/C=C/C=C/CC/C=C/C(=O)NCC(C)C
C08455,CC#CC#C\C=C1OC2(OC=CC2O)C=C\1,CC#CC#C\C=C1\OC2(OC=CC2O)C=C1
C08456,CC#CC#CC#Cc1ccccc1,CC#CC#CC#Cc1ccccc1
C08457,C\C=C\C#CC#Cc1ccccc1,C\C=C\C#CC#Cc1ccccc1
C08458,C\C=C\C#CC#CC#C\C=C\[C@H](O)CO,C/C=C/C#CC#CC#C/C=C/[C@H](O)CO
C08459,CCCCCCCCC#CCCCCCCCC(O)=O,CCCCCCCCC#CCCCCCCCC(O)=O
C08460,c1csc(c1)-c1ccc(s1)-c1cccs1,s1cccc1c2sc(cc2)c3sccc3
C08461,CC#CC1=CC=C(SS1)C#CC#CC=C,CC#CC1=CC=C(SS1)C#CC#CC=C
