KEGGid,SMILES_by_CAS
C11122,CN1NC(=C(C1=O)C(=O)c2ccc(Cl)cc2Cl)C
C11123,Cn1nc(C)c(C(=O)c2ccc(Cl)cc2Cl)c1O[S](=O)(=O)c3ccc(C)cc3
C11124,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1
C11125,CC1=NN(C(=O)N1C(F)F)c2cc(N[S](C)(=O)=O)c(Cl)cc2Cl
C11126,CCc1nn(C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl
C11127,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2
C11128,Clc1ccc(cc1)C(=O)n2c(Br)nc(Br)c2Br
C11129,O=C1Nc2ccccc2C1=O
C11130,OC1C(=O)Nc2ccccc12
C11131,None
C11132,COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O
C11133,C[C@]12CC[C@H]3[C@@H](CCc4cc(O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O)ccc34)[C@@H]1CCC2=O
C11134,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O
C11135,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O)O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O
C11136,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O)O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O
C11141,COc1cc2CCN(C)[C@H]3Cc4ccc(O)c(Oc5ccc(C[C@@H]6N(C)CCc7cc(OC)c(Oc(c1O)c23)cc67)cc5)c4
C11142,C[S](C)(=O)=O
C11143,C[S](C)=O
C11144,COC
C11145,C[S](O)(=O)=O
C11146,C[Hg]Cl
C11147,CF
C11148,ClC1OC1(Cl)Cl
C11149,OC(=O)C(Cl)Cl
C11150,OC(=O)C(Cl)(Cl)Cl
C11151,CC(=O)O[Hg]c1ccccc1
C11152,[Cl-].c1ccc(cc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4
C11153,None
C11154,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
C11155,CCCOC(=O)c1cc(O)c(O)c(O)c1
C11156,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
C11158,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O
C11159,[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O
C11160,CN(C)C(=S)SSC(=S)N(C)C
C11161,[Br-].CC[n+]1c2cc(N)ccc2c3ccc(N)cc3c1c4ccccc4
C11162,None
C11163,None
C11164,Clc1cccc(NN=C(C#N)C#N)c1
C11165,C\C(C=C)=C/[C@@]1(C)SC(=C(C)C1=O)O
C11166,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O
C11168,COc1cc2CCN3CC(CC(C)C)C(=O)CC3c2cc1OC
C11169,Nc1ccc(cc1)[S](=O)(=O)Nc2sccn2
C11170,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)[S](O)(=O)=O)C(=O)N2[C@H]1C(O)=O
C11171,[Na+].C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
C11172,CCNc1nc(Cl)nc(NCC)n1
C11173,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4
C11174,O[P](O)(=O)OC1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)C(O[P](O)(=O)O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H]1O[P](O)(O)=O
C11175,N[C@@H](CCC(=O)N[C@@H](CSc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O
C11177,[H+].[Cl-].CCNc1cc2OC3=CC(=NCC)C(=CC3=C(c2cc1C)c4ccccc4C(=O)OCC)C
C11178,Oc1ccc2c(Oc3cc([O-])ccc3[N+]2=O)c1
C11179,[Cl-].CN(C)c1ccc2cc3ccc(cc3[o+]c2c1)N(C)C
C11180,Cc1cc(C)nc(Nc2ccccc2)n1
C11181,Nc1ccc2cc3ccc(N)cc3nc2c1
C11182,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2
C11184,NC1=NC(=O)c2ncn(CCOC[P](O)(O)=O)c2N1
C11185,OC(c1ccc(F)cc1)(c2cncnc2)c3ccccc3Cl
C11186,C[C@H]1C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](C)C[C@H]3CC[C@H](O3)[C@H](C)C(=O)O[C@@H](C)C[C@@H]4CC[C@@H](O4)[C@@H](C)C(=O)O[C@H](C)C[C@H]5CC[C@H](O5)[C@H](C)C(=O)O1
C11188,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
C11189,CCOc1ccc(cc1)c2[nH]c3cc(ccc3n2)c4[nH]c5cc(ccc5n4)N6CCN(C)CC6
C11190,[Cl-].COC(=O)c1ccccc1c2c3ccc(N)cc3[o+]c4cc(N)ccc24
C11191,OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
C11193,CC(C)NC[C@@H](O)COc1cccc2ccccc12
C11194,[Cl-].[Cl-].CC1COCC(C)N1C(=O)C[n+]2ccc(cc2)c3cc[n+](CC(=O)N4C(C)COCC4C)cc3
C11195,[H+].[H+].[Cl-].[Cl-].OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
C11196,CNC(=O)O\N=C(/C)SC
C11198,CCC(C)C(NC(=O)CN)C(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(N)=O
C11199,None
C11200,O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3
C11201,[Cl-].CC[n+]1c2cc(N)ccc2c3ccc(cc3c1c4ccccc4)N=NNc5cccc(c5)C(N)=N
C11202,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[N+]34CCC(CC3)(CC4)C(N)=O)/c5nsc(N)n5
C11203,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)Cn3cc[n+]4ncccc34)/c5nsc(N)n5
C11205,CN(C)CCCCCCN(C)C.BrCCCBr
C11206,CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O
C11207,CCCCC(Cn1ccnc1)(C#N)c2ccccc2
C11208,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2
C11210,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]3ccc(N)n3CCO)/c4csc(N)n4
C11212,CC1=C(C(C2=C(C)SCCS2)C(=C(C)N1)C(=O)OCc3ccncc3)C(=O)OCc4ccncc4
C11213,C/C=C/C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C
C11214,NNC(=S)NN
C11215,[O-][As]([O-])([O-])=O
C11216,CCCCCCCCCCCCCC[N+](C)(C)CCC[S]([O-])(=O)=O
C11217,NC(Cc1ccc(F)cc1)C(O)=O
C11218,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H](Cc5ccccc5)NC1=O)C(C)C)C(C)C
C11219,O[N+]([O-])=O.Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1
C11221,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC=O
C11222,None
C11223,[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S
C11224,CN(C)C(=O)Nc1ccccc1
C11225,None
C11226,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl
C11227,CCSCC[C@H](N)C(O)=O
C11228,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2O
C11229,Fc1ccc(cc1)[C@@]2(Cn3cncn3)O[C@H]2c4ccccc4Cl
C11230,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
C11231,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C
C11232,O=C(NNc1ccccc1)NNc2ccccc2
C11233,COC(=O)c1ccccc1C(=O)OC
C11234,CN1CCN(CC1)c2cc3N(C=C(C(O)=O)C(=O)c3cc2F)c4ccc(F)cc4
C11235,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2
C11236,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5)C
C11237,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C([O-])=O
C11238,CN(C)CCCn1cc(c2ccccc12)C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45
C11239,CN(C)C(=O)CCSC(SCCC(O)=O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
C11240,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN4CCSc2c34)C(O)=O
C11242,None
C11243,None
C11244,None
C11245,COc1cc(cc(OC)c1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C([O-])=O)[C@H]3[C@@H]4[C@H](COC4=O)[C@H](OC5OC6COC(C)OC6C(O)C5O)c7cc8OCOc8cc37
C11246,None
C11248,N[C@@H]1CN(CC12CC2)c3c(F)cc4C(=O)C(=CN(C5C[C@@H]5F)c4c3Cl)C(O)=O
C11249,C1CCCCC1
C11250,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13
C11251,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C
C11252,COc1cc(Cl)c(OC)cc1Cl
C11253,NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c4ccccc4)[S](O)(=O)=O)C3=O)C([O-])=O)cc1
C11254,Cc1c(C(O)=O)c(O)cc2C(=O)c3c(O)c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12
C11255,CC1=C(SCCO1)C(=O)Nc2ccccc2
C11256,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O
C11257,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)Cc1cc2c(Oc3cc(OC(C)=O)c(CN(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)cc3C24OC(=O)c5ccccc45)cc1OC(C)=O
C11258,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3
C11259,CC(O)(CO)C(O)[C@@]12NC(=O)[C@@](O)(NC1=O)C(=C)CCO2
C11260,CC(N)(CO)CO
C11261,Nc1[nH]ncn1
C11262,NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
C11263,C(Nc1ncnc2nc[nH]c12)c3ccccc3
C11264,Oc1ccc2C(=O)C=C(Oc2c1)c3ccccc3
C11265,Nc1ncnc2n(nnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
C11266,Nc1ncnc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(Br)nc12
C11268,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C([O-])=O)SC3Cn4cnc[n+]4C3
C11269,CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C3CC(=O)CCN3C(=O)C(Cc4ccccc4)N(C)C(=O)C5CCCN5C1=O)c6ccccc6
C11271,CCCCCC
C11272,Fc1ccccc1
C11273,[Cl-].C[n+]1c2cc(N)ccc2cc3ccc(N)cc13.Nc4ccc5cc6ccc(N)cc6nc5c4
C11274,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)Nc2ccccc2
C11275,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C
C11276,[H+].[Cl-].Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
C11277,Nc1ncnc2n(CCOC[P](O)(O)=O)cnc12
C11278,COc1cc2O[C@H]3O[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@H](O)[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14
C11279,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C
C11280,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc2ccccc2)c3sccn3)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C
C11281,COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1
C11282,CCOC(=O)C1=C(C)NC(=C(C1c2ccccc2C(F)(F)F)C(=O)OCCNC(=O)c3ccc(cc3)N=[N+]=[N-])C
C11283,NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
C11284,OC(=O)CCCc1c[nH]c2ccccc12
C11285,CCCCCCCCCCCCCN1CC(C)OC(C)C1
C11288,None
C11289,None
C11290,None
C11292,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O)C=O
C11293,CCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl
C11295,None
C11296,None
C11297,None
C11298,None
C11299,CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)c3coc(CC(=O)C[C@H](O)\C=C(C)/C=C\CNC(=O)\C=C/[C@H]1C)n3
C11300,CO[C@H]1CCCC[C@H](OC(=O)[C@@H](C)[C@@]2(O)O[C@@H]([C@@H](C)\C=C\[C@H]1OC)[C@@H](C)[C@H](O)[C@H]2OC)c3ccccc3
C11301,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](CC[C@]4(C)[C@H]3CC[C@]12C)O[S]([O-])(=O)=O
C11302,None
C11303,None
C11304,None
C11305,[Cl-].c1ccc(cc1)n2nc(n[n+]2c3ccccc3)c4ccccc4
C11306,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O)C=O
C11307,O.[Cl-].CCCCCCCCCCCCCCCCN1C=C[CH+]C=C1
C11308,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc1ccccc1)C(O)=O)C2CCN=C(N)N2)C(=O)N[C@@H](Cc3ccccc3)C=O.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc4ccccc4)C(O)=O)C5CCN=C(N)N5)C(=O)N[C@@H](Cc6ccccc6)C=O.CC(C)[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc7ccccc7)C(O)=O)C8CCN=C(N)N8)C(=O)N[C@@H](Cc9ccccc9)C=O
C11309,CNc1ccc2oc(C[C@@H]3OC4(CC[C@@H]3C)O[C@@H]([C@H](C)C[C@H]4C)C(C)C(=O)c5[nH]ccc5)nc2c1C(O)=O
C11310,[Cl-].C[n+]1ccc(cc1)c2ccccc2
C11311,CC[C@H]\1CC[C@H]2O[C@@]3(CC[C@@H](C)[C@@H](C[C@H](C)O)O3)[C@H](C)[C@@H](OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C/C=C/C=C1)[C@H]2C
C11312,CC[C@H]/1CC[C@H]2O[C@]3(O[C@H](C[C@H](C)O)[C@H](C)CC3=O)[C@H](C)[C@@H](OC(=O)/C=C/[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C1)[C@H]2C
C11313,CC[C@H]\1CC[C@H]2O[C@@]3(CC[C@@H](C)[C@@H](C[C@H](C)O)O3)[C@H](C)[C@@H](OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@H](O)[C@@H](C)C/C=C/C=C1)[C@H]2C
C11314,CC[C@H]\1CC[C@H]2O[C@@]3(CC[C@@H](C)[C@@H](C[C@H](C)O)O3)C[C@@H](OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C/C=C/C=C1)[C@H]2C
C11315,N[C@@H](CCC(=O)N[C@@H](CSCC(=O)c1ccc(cc1)N=[N+]=[N-])C(=O)NCC(O)=O)C(O)=O
C11316,[Br-].c1ccc(cc1)[As+](c2ccccc2)(c3ccccc3)c4ccccc4
C11317,CCCCCCC(O)CCCCCCCCCCC(=O)OCCO
C11318,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)NCCO
C11319,OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
C11320,[Cl-].NCCC[C@@H](N)C(O)=O.[H+]
C11321,C[C@H](CCC(=O)NCCC[N+](C)(C)CCC[S]([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
C11322,FC(F)(F)c1[nH]c2c(Cl)c(Cl)c(Cl)c(Cl)c2n1
C11323,Oc1cc(cc2cc(cc(O)c12)[S](O)(=O)=O)[S](O)(=O)=O
C11324,None
C11325,None
C11326,O[S](=O)(=O)c1cccc2cccc(Nc3ccccc3)c12
C11327,None
C11328,None
C11329,COC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(C)=O
C11330,None
C11331,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O
C11332,CC(C)CC(N)C(=O)NC(CC(C)C)C(O)=O
C11333,None
C11334,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@H](O1)O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O.CN[C@@H]4[C@@H](O)[C@H](OC[C@]4(C)O)O[C@H]5[C@H](N)C[C@H](N)[C@@H](O[C@H]6O[C@H](CN)CC[C@H]6N)[C@@H]5O.CN[C@@H]7[C@@H](O)[C@H](OC[C@]7(C)O)O[C@H]8[C@H](N)C[C@H](N)[C@@H](O[C@H]9O[C@@H](CC[C@H]9N)[C@@H](C)N)[C@@H]8O.O[S](O)(=O)=O
C11335,[Cl-].C[N+](C)(C)C
C11336,None
C11337,[H+].[Cl-].C1CN2CC(N=C2S1)c3ccccc3
C11338,CC(=O)O[C@H]1CC2CCC1(C)C2(C)C
C11339,CCCCCCC1C(OC(=O)CC(C)C)C(C)OC(=O)C(NC(=O)c2cccc(NC=O)c2O)C(C)OC1=O
C11340,O.O.O.[K+].[K+].[O-]C(=O)C1O[Sb]2OC(C(O[Sb]3OC1C(=O)O3)C([O-])=O)C(=O)O2
C11341,CC(=O)NC(Cc1ccccc1)C(=O)Oc2ccc3ccccc3c2
C11342,CCN1C=C(C(O)=O)C(=O)c2cc3OCOc3cc12
C11343,ONC(=O)c1ccccc1O
C11344,COC(C)(C)C
C11345,NC(Cc1[nH]ncn1)C(O)=O
C11346,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C([O-])=O
C11347,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
C11348,C[C@H](O)c1ccccc1
C11349,None
C11350,C[C@H]1CC=C(C)[C@H](/C=C/C(C)=O)C1(C)C
C11351,None
C11352,None
C11353,None
C11354,None
C11355,None
C11356,None
C11357,C1CC[C@H](NC1)c2cccnc2
C11358,O=C(C[C@H]1CCCCN1)C[C@H]2CCCCN2
C11359,CN1CCC[C@H]1CC(C)=O
C11360,C1CN[C@H](C1)c2cccnc2
C11361,CCCCC/C=C\C\C=C/C=C/C=C/[C@@H](SCC(NC(C)=O)C(O)=O)[C@@H](O)CCCC(O)=O
C11362,CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](Cc4c[nH]c5ccccc45)C(O)=O
C11363,[Na+].[Na+].Oc1ccc(cc1[S]([O-])(=O)=O)C2(OC(=O)c3c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)[S]([O-])(=O)=O
C11365,None
C11366,None
C11367,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(O)=O.N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
C11368,CC1CN(CCN1)c2cc3N(C=C(C(O)=O)C(=O)c3c(C)c2F)C4CC4
C11369,Cc1ccc(N(CC(O)=O)CC(O)=O)c(OCCOc2cc(ccc2N(CC(O)=O)CC(O)=O)C3=C4C=C(Cl)C(=O)C=C4Oc5cc(O)c(Cl)cc35)c1
C11370,N[C@@H](CCC(=O)N[C@@H](CSCCN1C(=O)C=CC1=O)C(=O)NCC(O)=O)C(O)=O
C11371,CC(C)(Oc1ccc(cc1)C2CCCc3ccccc23)C(O)=O
C11372,CN(Cc1ccc2NC(=NC(=O)c2c1)C)c3sc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
C11373,OC(=O)CN1C[C@H](SC[C@H](N[C@@H](CCc2ccccc2)C(O)=O)C1=O)c3sccc3
C11374,CC1=NC(=O)c2c(N1)ccc3ccc(CNc4ccc5c(CN([C@@H](CCC(O)=O)C(O)=O)C5=O)c4)cc23
C11375,None
C11376,None
C11377,None
C11378,COC1=C(OC)C(=O)C(=C(C)C1=O)C\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CCC=C(C)C
C11379,OC(C1CC2CCN1CC2C=C)c3ccnc4ccccc34
C11380,COc1cc(ccc1O)C(C)=O
C11381,CN1C2CCC1CC(C2)OC(=O)c3ccccc3
C11382,CC1=CC[C@@H]2[C@H](C1)C2(C)C
C11383,CC(=C)[C@H]1CC=C(C)C(=O)C1
C11384,C[C@@H](CCC=C(C)C)CC=O
C11385,None
C11386,C[C@H](CCO)CCC=C(C)C
C11387,CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O
C11388,CC(C)=CCC[C@@](C)(O)C=C
C11389,CC(C)=CCC[C@](C)(O)C=C
C11390,CC(C)[C@H]1CC[C@H](C)CC1=O
C11391,CC(C)[C@@H]1CC=C(C)C=C1
C11392,CC(C)[C@H]1CCC(=C)C=C1
C11393,CC1=CC[C@H](CC1)C(C)(C)O
C11394,None
C11395,CC(=C)C1CC=C(C)C(O)C1
C11396,None
C11397,None
C11398,None
C11399,None
C11400,None
C11401,None
C11402,None
C11403,None
C11404,None
C11405,None
C11406,None
C11407,None
C11408,None
C11409,None
C11410,None
C11411,None
C11412,None
C11413,None
C11414,None
C11415,None
C11416,None
C11417,None
C11418,None
C11419,None
C11420,None
C11421,None
C11422,c1ccc2c(c1)ccc3ccccc23
C11425,None
C11426,None
C11427,Oc1c(C=O)ccc2ccccc12
C11428,None
C11429,O1[C@H]2[C@@H]1c3ccccc3c4ccccc24
C11430,Oc1cc2ccccc2c3ccccc13
C11431,O1[C@@H]2C=Cc3c(ccc4ccccc34)[C@H]12
C11432,Oc1cccc2c1ccc3ccccc23
C11433,COc1cccc2c1ccc3ccccc23
C11434,None
C11435,None
C11436,None
C11437,None
C11438,None
C11439,None
C11440,None
C11441,None
C11442,None
C11443,None
C11445,None
C11446,None
C11447,None
C11448,None
C11449,None
C11453,C[C@@]1(CO)O[P](O)(=O)O[P](O)(=O)OC[C@H]1O
C11455,C[C@H](CCC=C(C)C)[C@H]1CC=C2C3=C(CC[C@]12C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC3
C11456,None
C11457,OC(=O)CCc1cccc(O)c1
C11460,None
C11461,None
C11462,None
C11465,None
C11466,None
C11467,None
C11468,COc1cc2OC(=C)C(=O)Nc2c(c1)C(O)=O
C11469,CCNC1COC(CC1OC)OC2C(O)C(NOC3CC(O)C(SC(=O)c4c(C)c(I)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(C)O3)C(C)OC2O[C@H]6C#C\C=C/C#C[C@]\7(O)CC(=O)C(=C6C7=C\CSSSC)NC(=O)OC
C11471,COC1=C([C@H](C)[C@@]23O[C@@]24[C@H]1C#C\C=C/C#CC3Nc5c4cc(O)c6C(=O)c7c(O)ccc(O)c7C(=O)c56)C(O)=O
C11472,None
C11473,CN(C)C1CSSSC1
C11474,CN(C)C1CSSC1
C11475,None
C11476,OCC(O)C(O)C(O)C=O
C11477,None
C11478,None
C11480,None
C11481,O[S]([O-])=O
C11482,None
C11483,None
C11484,None
C11485,Cc1cccc(C)c1NC(=O)c2ccc(N)cc2
C11486,None
C11487,CCNC(=O)Cc1ccccc1
C11488,CN(CO)C=O
C11489,CNC=O
C11490,CNC(=O)SC[C@H](NC(C)=O)C(O)=O
C11491,CC(Oc1ccc2ccccc2c1)C(O)=O
C11492,None
